Plot Title: 10655124,,
#,"Date Time, GMT-03:00","Temp, °C (LGR S/N: 10655124, SEN S/N: 10655124)"
1,6/19/2024 14:40,27.567
2,6/19/2024 14:45,27.764
3,6/19/2024 14:50,27.764
4,6/19/2024 14:55,27.862
5,6/19/2024 15:00,27.862
6,6/19/2024 15:05,27.862
7,6/19/2024 15:10,27.862
8,6/19/2024 15:15,27.862
9,6/19/2024 15:20,27.862
10,6/19/2024 15:25,27.862
11,6/19/2024 15:30,27.862
12,6/19/2024 15:35,27.862
13,6/19/2024 15:40,27.961
14,6/19/2024 15:45,27.961
15,6/19/2024 15:50,27.961
16,6/19/2024 15:55,27.961
17,6/19/2024 16:00,28.06
18,6/19/2024 16:05,28.06
19,6/19/2024 16:10,28.06
20,6/19/2024 16:15,28.06
21,6/19/2024 16:20,28.06
22,6/19/2024 16:25,28.06
23,6/19/2024 16:30,28.06
24,6/19/2024 16:35,28.06
25,6/19/2024 16:40,28.06
26,6/19/2024 16:45,28.06
27,6/19/2024 16:50,28.06
28,6/19/2024 16:55,28.06
29,6/19/2024 17:00,28.06
30,6/19/2024 17:05,28.06
31,6/19/2024 17:10,28.06
32,6/19/2024 17:15,28.06
33,6/19/2024 17:20,28.06
34,6/19/2024 17:25,28.06
35,6/19/2024 17:30,28.06
36,6/19/2024 17:35,28.06
37,6/19/2024 17:40,28.06
38,6/19/2024 17:45,28.06
39,6/19/2024 17:50,28.06
40,6/19/2024 17:55,28.06
41,6/19/2024 18:00,28.06
42,6/19/2024 18:05,28.06
43,6/19/2024 18:10,27.961
44,6/19/2024 18:15,27.961
45,6/19/2024 18:20,27.961
46,6/19/2024 18:25,27.961
47,6/19/2024 18:30,27.961
48,6/19/2024 18:35,27.961
49,6/19/2024 18:40,27.961
50,6/19/2024 18:45,27.961
51,6/19/2024 18:50,27.961
52,6/19/2024 18:55,27.961
53,6/19/2024 19:00,27.862
54,6/19/2024 19:05,27.862
55,6/19/2024 19:10,27.862
56,6/19/2024 19:15,27.764
57,6/19/2024 19:20,27.764
58,6/19/2024 19:25,27.764
59,6/19/2024 19:30,27.665
60,6/19/2024 19:35,27.665
61,6/19/2024 19:40,27.665
62,6/19/2024 19:45,27.567
63,6/19/2024 19:50,27.567
64,6/19/2024 19:55,27.567
65,6/19/2024 20:00,27.468
66,6/19/2024 20:05,27.468
67,6/19/2024 20:10,27.468
68,6/19/2024 20:15,27.37
69,6/19/2024 20:20,27.37
70,6/19/2024 20:25,27.272
71,6/19/2024 20:30,27.272
72,6/19/2024 20:35,27.272
73,6/19/2024 20:40,27.173
74,6/19/2024 20:45,27.173
75,6/19/2024 20:50,27.075
76,6/19/2024 20:55,27.075
77,6/19/2024 21:00,27.075
78,6/19/2024 21:05,26.977
79,6/19/2024 21:10,26.977
80,6/19/2024 21:15,26.977
81,6/19/2024 21:20,26.879
82,6/19/2024 21:25,26.879
83,6/19/2024 21:30,26.879
84,6/19/2024 21:35,26.781
85,6/19/2024 21:40,26.781
86,6/19/2024 21:45,26.781
87,6/19/2024 21:50,26.781
88,6/19/2024 21:55,26.683
89,6/19/2024 22:00,26.683
90,6/19/2024 22:05,26.683
91,6/19/2024 22:10,26.683
92,6/19/2024 22:15,26.585
93,6/19/2024 22:20,26.585
94,6/19/2024 22:25,26.585
95,6/19/2024 22:30,26.585
96,6/19/2024 22:35,26.585
97,6/19/2024 22:40,26.488
98,6/19/2024 22:45,26.488
99,6/19/2024 22:50,26.488
100,6/19/2024 22:55,26.488
101,6/19/2024 23:00,26.488
102,6/19/2024 23:05,26.39
103,6/19/2024 23:10,26.39
104,6/19/2024 23:15,26.39
105,6/19/2024 23:20,26.39
106,6/19/2024 23:25,26.292
107,6/19/2024 23:30,26.292
108,6/19/2024 23:35,26.292
109,6/19/2024 23:40,26.292
110,6/19/2024 23:45,26.292
111,6/19/2024 23:50,26.195
112,6/19/2024 23:55,26.195
113,6/20/2024 0:00,26.195
114,6/20/2024 0:05,26.195
115,6/20/2024 0:10,26.195
116,6/20/2024 0:15,26.097
117,6/20/2024 0:20,26.097
118,6/20/2024 0:25,26.097
119,6/20/2024 0:30,26.097
120,6/20/2024 0:35,26.097
121,6/20/2024 0:40,26.097
122,6/20/2024 0:45,26
123,6/20/2024 0:50,26
124,6/20/2024 0:55,26
125,6/20/2024 1:00,26
126,6/20/2024 1:05,26
127,6/20/2024 1:10,26
128,6/20/2024 1:15,26
129,6/20/2024 1:20,26
130,6/20/2024 1:25,25.902
131,6/20/2024 1:30,25.902
132,6/20/2024 1:35,25.902
133,6/20/2024 1:40,25.902
134,6/20/2024 1:45,25.902
135,6/20/2024 1:50,25.902
136,6/20/2024 1:55,25.902
137,6/20/2024 2:00,25.902
138,6/20/2024 2:05,25.902
139,6/20/2024 2:10,25.902
140,6/20/2024 2:15,25.902
141,6/20/2024 2:20,25.805
142,6/20/2024 2:25,25.805
143,6/20/2024 2:30,25.805
144,6/20/2024 2:35,25.805
145,6/20/2024 2:40,25.805
146,6/20/2024 2:45,25.805
147,6/20/2024 2:50,25.805
